id,id_prompt,essay_title,essay_text,grades,essay_year,adjective_ratio,adverbs,content_words,flesch,function_words,sentences_per_paragraph,syllables_per_content_word,words_per_sentence,noun_ratio,paragraphs,sentences,words,pronoun_ratio,verbs,logic_operators,and_ratio,if_ratio,or_ratio,negation_ratio,cw_freq,cw_freq_brwac,cw_freq_bra,min_cw_freq,min_cw_freq_brwac,min_freq_brwac,min_cw_freq_bra,min_freq_bra,freq_brwac,freq_bra,hypernyms_verbs,brunet,honore,personal_pronouns,ttr,conn_ratio,add_neg_conn_ratio,add_pos_conn_ratio,cau_neg_conn_ratio,cau_pos_conn_ratio,log_neg_conn_ratio,log_pos_conn_ratio,tmp_neg_conn_ratio,tmp_pos_conn_ratio,adjectives_ambiguity,adverbs_ambiguity,nouns_ambiguity,verbs_ambiguity,yngve,frazier,dep_distance,cross_entropy,content_density,adjacent_refs,anaphoric_refs,adj_arg_ovl,arg_ovl,adj_stem_ovl,stem_ovl,adj_cw_ovl,lsa_adj_mean,lsa_adj_std,lsa_all_mean,lsa_all_std,lsa_paragraph_mean,lsa_paragraph_std,lsa_givenness_mean,lsa_givenness_std,lsa_span_mean,lsa_span_std,negative_words,positive_words,ratio_function_to_content_words
9.html,os-ursos-polares-da-russia-e-um-dilema-ecologico,A busca por território e o dilema ecológico,"Algo que se tornou muito comum com o passar dos anos, foi a invasão de animais selvagens em áreas urbanas e metropolitanas em todo o mundo. Isso se deve por conta de fatores como a busca por território e alimento, mas deve ser levado em conta que a intervenção do homem na natureza é um dos principais causadores deste problema.
Um exemplo a ser dado é o caso dos ursos polares no norte da Rússia, o aparecimento desses animais nas casas e o início de ataques deixaram a população em alerta e com medo de sair de casa. O derretimento das calotas polares por meio do aquecimento global e a invasão do homem em seu habitat natural causa impacto no modo de vida dos ursos, que são forçados à deixar seus espaços em prol da sua própria sobrevivência. Dessa forma, os ataques à população são inevitáveis, mas podem ser entendidos como um organismo de defesa, já que os ursos são os primeiros prejudicados pela a perda de seu território.
Diante disso se faz necessária a preservação do habitat natural dos ursos, garantindo a segurança entre os limites de seu território e as cidades. Ademais, é dever do Governo, por meio de palestras, orientar a população no caso de um ataque de ursos e em conjunto com órgãos como o Greenpeace incentivar ainda mais a sustentabilidade e todas as formas de proteção aos animais e seus ambientes.",[120 120 120 120  80 560],2019,0.05508,0.02966,0.5,42.18873,0.5,2.33333,2.90678,33.71429,0.30085,3,7,236,0.08898,0.11441,0.03814,0.03814,0.0,0.0,0.0,496323.33898,4.8496,4.94357,1041.57143,2.88943,2.88943,3.03129,3.03129,5.82459,5.90467,0.40741,11.45192,830.5192,0.0,0.71679,0.10593,0.01271,0.05508,0.0,0.04237,0.00424,0.0339,0.0,0.00424,3.84615,4.2,2.97143,10.86364,3.2082,8.28571,84.0,0.43258,1.0,0.0,0.0,1.33333,1.52381,2.16667,2.28571,1.66667,0.9038,0.00641,0.90088,0.01241,0.95262,0.01281,0.92922,0.01711,0.93292,0.01836,0.42373,0.44915,1.0
0.html,qualificacao-e-o-futuro-do-emprego,Qualificações para o mercado de trabalho,"Anos após anos uma vaga de emprego demandar cada vez mais qualificações do empregado, que na maioria das vezes concluíram o curso superior e são incapazes de trabalha nesse ramo e optam por um emprego informal. Esse fenômeno ocorre porque o mercado de trabalho se modifica constantemente de maneira que algumas profissões são extintas pois são ocupadas por maquinas.
No filme ""Estrelas além do Tempo"", de 2016, contar a história de três calculadoras humanas, que eram muito requisitadas por centros de pesquisa antes dos surgimentos das modernas calculadoras eletrônicas e dos computadores. No longa-metragem, vemos a personagem Dorothy Vougham que ao saber que a Nasa tinha comprado um novo computador que fazia 24mil cálculos por segundo, o que colocava seu emprego em risco, Dorothy resolveu aprender a programar esse mesmo computador e ensinar suas companheiras.
No mercado de trabalho e necessário está sempre se adaptando pois ele e instável fazendo com que algumas profissões sumam enquanto novas apareçam como gestores de mídias sociais.",[ 80 120 120  80  80 480],2020,0.07975,0.0184,0.57055,25.78526,0.42945,1.66667,2.98925,32.6,0.30061,3,5,163,0.11043,0.17178,0.03681,0.03681,0.0,0.0,0.0,295483.23656,4.33052,4.48268,187.4,1.6206,1.6206,1.5444,1.5444,5.37792,5.49435,0.42857,10.29408,1050.78911,0.00266,0.76109,0.10429,0.00613,0.04294,0.0,0.04294,0.0,0.04294,0.0,0.0184,3.5,2.66667,2.92857,8.8,2.79421,7.4,91.4,0.49569,1.32857,1.5,4.25,0.5,1.3,1.5,1.1,0.5,0.89244,0.01827,0.88481,0.02091,0.91318,0.00121,0.91161,0.02096,0.91478,0.02183,0.33333,0.56989,0.75269
18.html,o-brasil-e-os-imigrantes-no-mundo-contemporaneo,Gente como a gente,"O assunto de imigração ilegal é bastante delicado afinal não se pode ver apenas um lado, obviamente os governantes pensam sempre no melhor para o futuro do seu próprio país por isso muitos governantes optam por não facilitar esse processo de imigração.
Entretanto não podemos não esquecer das pessoas afinal elas não estão ali em condições precárias querendo fugir do seu país de origem apenas por não gostar, muitas daquelas pessoas estão ali tentando sobrevier algo que talvez para elas seja impossível fazer no seu próprio país, ajudar ou facilitar a entrada dessas pessoas pode ser uma boa iniciativa que consequentemente pode gerar lucro para o país e ajudar em diversos outros aspectos então dificultar a vinda dessas pessoas pode ser considerado uma falta de consideração afinal como foi dito no texto acima “o Brasil foi formado por imigrantes”, se eles ajudaram o Brasil a evoluir por que não ajudá-los agora? Essas pessoas apenas precisam de ajuda, elas apenas querem se reestabelecer, elas querem ter uma chance de poder viver de verdade uma chance de sobreviver e negar isso a elas é desumano.
Sabemos que pode ser um perigo para os nativos locais e é isso que os governantes pensam mas não podemos deixá-los esquecer de que eles podem ocasionar coisas boas porém acima de tudo que no futuro eles podem nos ocasionar, eles são seres vivos, eles são gente como a gente e se o seu próprio país o esqueceu e o fez sofrer não podemos abandoná-los também.",[120 120 120 120  80 560],2019,0.04016,0.10843,0.57831,8.97655,0.42169,1.33333,2.54861,62.25,0.18474,3,4,249,0.16064,0.24498,0.06827,0.02008,0.00803,0.00402,0.03614,595724.89583,5.13103,5.07246,311.75,2.38675,2.38675,2.3495,2.3495,5.7392,5.72304,0.50847,11.80176,653.96274,0.03993,0.68887,0.10442,0.01205,0.03213,0.0,0.05221,0.00402,0.05221,0.0,0.01606,6.22222,1.42857,2.72727,7.47368,3.81483,8.5,208.0,0.48777,1.37143,6.33333,14.33333,5.66667,6.5,12.66667,17.33333,9.0,0.96099,0.01013,0.95708,0.0,0.97484,0.00023,0.96766,0.01017,0.96819,0.01035,0.1875,0.53472,0.72917
7.html,a-fe-e-decisiva-para-uma-vida-melhor,“E essa é a vitória que vence o mundo: a nossa fé”,"O ""vencer na vida"" pode ser interpretado como algo relativo e particular de cada indivíduo, população e cultura. Entre os inúmeros fatores que interferem no ponto de se considerar um vencedor na vida vem o fator fé.
A bíblia relata a fé como ""certeza das coisas que se esperam, convicção de fatos que não se vêem "", e, de fato, é algo subjetivo e invisível, mas que influencia objetivamente na vida das pessoas, ajudando-as a enfrentar seus desafios pessoais, que muitas vezes são grandes.
A ciência já constatou que pessoas com fé (independente de suas religiões) são mais felizes, têm melhor recuperação de doenças e possuem um grau de superação maior em relação à quem diz não acreditar em nada.
A Universidade de Duke (EUA), em parceria com a Santa Casa de Porto Alegre (Revista Exame, 2014), chega a mostrar em suas pesquisas os benefícios biológicos de indivíduos submetidos à procedimentos cirúrgicos, apresentando menor resposta inflamatória exacerbada em relação aos demais indivíduos que afirmavam ser ateus.
A oração, por exemplo, já é compreendida como fator de bem estar psíquico, já que permite à mente entrar em um estado de maior tranquilidade, promovendo liberação de endorfinas, além de colaborar em melhora nos níveis de pressão arterial desses indivíduos, diminuição de dores e de insônia.
O livro ""Revolução Espiritual"", do psiquiatra Harold Koenig, também aborda sobre a influência da fé no bem estar e saúde mental das pessoas, de modo positivo.
Assim, quando respondemos à questionamentos como ""o que é mais importante para vencer na vida?"", a fé, sem dúvida, é o principal motivo, a base, já que por meio dela conseguimos o essencial para nos fortalecer e dar o próximo passo na vida, sejam em nossas relações amorosas, viagens, curas físicas e emocionais, obtenção de sucesso nos negócios e estudos.
Não há quem vença na vida sem que primeiro tenha acreditado que venceria, ou seja, houve fé.",[120  40  40 160   0 360],2019,0.08202,0.05678,0.59621,37.0513,0.40379,1.25,2.75132,31.7,0.29968,8,10,317,0.08833,0.15773,0.04416,0.03155,0.0,0.0,0.00946,879035.22222,4.72453,4.8899,1053.1,2.7426,2.7283,2.0505,2.0505,5.56271,5.69296,0.54,11.14017,1256.9426,0.0,0.76505,0.1041,0.00315,0.06309,0.0,0.03785,0.0,0.04101,0.0,0.02208,3.0,2.5,3.70238,9.86667,3.42763,7.75,87.2,0.52679,1.47656,0.11111,2.44444,1.88889,1.42222,2.11111,1.88889,1.66667,0.89235,0.03899,0.87812,0.02064,0.89747,0.03495,0.91939,0.02514,0.93469,0.02308,0.20635,0.7037,0.67725
2.html,criptomoeda-tecnologia-e-revolucao-economica,O novo sistema financeiro mundial,"Ao longo da história da humanidade o dinheiro assumiu diversas formas, uma das primeiras foram as moedas rudimentares de ouro e prata, depois surgiram os bancos que assumiram a responsabilidade de guardar esse recurso e também de controlar sua emissão junto ao governo. Uma nova forma de moeda surgiu em 2009, a bitcoin, uma criptomoeda descentralizada que não depende das regras dos órgãos reguladores. É fato que tal feito é uma revolução econômica e tecnológica mundial.
Após o lançamento da bitcoin outras criptomoedas foram criadas a partir dela, o que facilita o acesso a essa inovação. Por serem novas ainda não possuem uma regulamentação governamental, o que permite pleno controle de cada indivíduo sobre seu capital. A novidade toma dos bancos a autoridade de controlar a riqueza, proporcionando uma maneira diferente de operar o dinheiro que não depende de serviços secundários e diminui os custos de taxas; isso impede qualquer órgão de confiscar o montante do sujeito. Dessa maneira dívidas com bancos podem ser extintas, o que ameniza crises econômicas e beneficiam os setores sociais.
As criptomoedas não pertencem a um país, portanto são de fácil circulação e mundiais, o que possibilita compras e transações com maior rapidez e sem difíceis conversões. A criação de criptomoedas não depende de órgão governamentais, isentando-as de medidas protecionistas. Essa mudança permite que conflitos políticos e econômicos sejam aplacados uma vez que as grandes disparidades entre as diferentes moedas centralizadas não existirão.
Ao analisar os fatos mencionados conclui-se que o fenômeno dessa revolução econômica não pode ser evitado, uma vez que elaboração é feita por grupos independentes livres de regras do mundo bancário. Portanto, na transformação no mundo econômico os bancos sairão prejudicados já que sua existência chega ao fim a menos que se adaptem e encontrem seu espaço na hodierna realidade. Tais entidades serão substituídas pelos formuladores das novas moedas que assumem um papel divergente do anterior. A política terá que se amoldar ao novo sistema financeiro monitorado descomplicadamente pela massa populacional.",[120 120 120 120  80 560],2019,0.10638,0.03951,0.58055,26.9825,0.41945,3.5,3.12042,23.5,0.2614,4,14,329,0.10638,0.17325,0.05775,0.0304,0.0,0.0,0.02128,349144.6178,4.57235,4.60529,2638.78571,2.04286,2.04286,1.98721,1.98721,5.47142,5.55514,0.64151,11.09252,1205.91245,0.0,0.76026,0.07599,0.00304,0.03343,0.00304,0.02736,0.00608,0.01824,0.0,0.00912,3.4,2.18182,3.67532,8.15217,2.58288,7.5,45.71429,0.49566,1.38406,0.30769,1.0,1.0,0.82418,1.23077,1.05495,0.61538,0.88337,0.04279,0.87878,0.03751,0.96748,0.0042,0.9235,0.03078,0.9336,0.02873,0.28272,0.42932,0.72251
4.html,escola-no-brasil-com-partido-ou-sem-partido,A geração que construiu seu partido,"Representado pelo projeto de lei 193/2016, o movimento “escola sem partido” alega proteger alunos da doutrinação coordenada em escolas de todo o Brasil. Ao longo da história, conflitos foram travados a fim de defender ideias, fronteiras foram construídas e territórios tomados. O conhecimento é a arma mais poderosa, e o debate é a sua munição. Sendo assim, a chamada “neutralidade política na educação” apresentaria eficácia contra o senso crítico dos jovens? 
Deste modo, controlar o que é dito em sala de aula limita o conceito de lecionar, que deveria ser feito através da troca de conhecimentos. Tamanha é a responsabilidade em defender um ideal, ainda mais tendo a visão focada apenas em um dos lados, a ignorância apresenta perigo para a sociedade. Entretanto, no caso de jovens que dominam o assunto político o ameaçado é o Estado. 
Analisando casos da educação sendo controlado, a escola foi palco de divulgação de ideias, onde, distorcendo a realidade, esculpiram a mentalidade de uma geração. Sendo assim, privar o debate político e livre é uma maneira de cultivar uma geração submissa ao que geradores de opinião propagam. Em tempos onde adolescentes organizam grupos políticos e discutem questões sociais, o movimento “escola sem partido” seria um retrocesso e mais um motivo para a revolta dessa legião de ativistas.",[200 120 120 120   0 560],2016,0.05164,0.01878,0.58685,29.8155,0.41315,3.33333,3.096,21.3,0.31925,3,10,213,0.05634,0.19718,0.02347,0.02347,0.0,0.0,0.0,425810.96,4.69965,4.81308,1159.6,2.0978,2.0978,2.7951,2.7951,5.57932,5.72035,0.78947,10.93973,1067.84306,0.0,0.71868,0.07981,0.00939,0.03286,0.0,0.03756,0.00939,0.03286,0.0,0.01408,2.81818,7.0,3.65152,8.45455,2.99859,7.85,46.7,0.52644,1.42045,0.0,0.0,0.11111,0.33333,1.55556,1.71111,0.44444,0.84839,0.06095,0.8414,0.0713,0.94783,0.01196,0.88559,0.07111,0.89348,0.07277,0.416,0.416,0.704
19.html,a-ciencia-na-era-da-pos-verdade,"Geração de ""Pós-Verdadeiros""","Recentemente, vêm sendo levantados questionamentos sobre a credibilidade de informações fornecidas pela ciência. Grupos que questionam a forma da Terra e até mesmo a periculosidade das vacinas ganham espaço na internet expandindosuas críticas, questionamentos e pontos de vista. O caso dos Antivacinas tem sido preocupantes, pois o número de doentes têm aumentado significativamente. Por conta do movimento, muitos acreditam que estamos entrando em uma era de pós-verdade, onde só acreditamos em um fato se ele está em acordo com a nossa moral e crença.
Entretanto, muitas das críticas às informações científicas estão sendo feitas com base em observações limitadas. Nem todas essas observações estão sendo colocadas à prova ou sendo aprofundadas. Muitas pessoas estão aderindo às ideias sem pesquisar sobre a confiabilidade dessas informações. Estamos nos tornando uma geração que acredita no que se lê no Facebook sem questionar, em outras fontes, a veracidade do que está sendo compartilhado.
Portanto, uma informação vinda de um órgão especializado em um determinado assunto, que pesquisa e gasta milhões, por ano, com equipamento adequado para correr atrás de provas do que será passado para a população não deveria ter menos créditos que informações tiradas de teorias com rasas justificativas, provas ou de notícias publicadas por diversão no meio virtual. 
Todos temos o direito de expormos nossas opiniões, mas a melhor maneira de acreditar em um novo ponto de vista é fazer prova do mesmo, como no Iluminismo, quando os estudiosos não faziam apenas teorias, mas tentavam prová-las de diversas formas diferentes. Não podemos voltar aos tempos de trevas e acreditar apenas no que nos falam. Temos que correr atrás e pesquisar, procurar saber se o que lemos na internet é verdadeiro e se posso confiar naquilo. Isso serve para fake news, montagens e teorias da pós-verdade.
Diante do que foi citado, uma das medidas cabíveis para resolver a falta de credibilidade dos fatos científicos divulgados seria a maior valorização e apoio aos órgão responsáveis pelos estudos e pesquisas dentro dos países, por exemplo, ao Ministério da Ciência, Tecnologia, Inovação e Comunicações, no Brasil. E, como ""o ser humano é aquilo que a educação faz dele"", segundo Immanuel Kant, o Ministério da Educação também poderia promover campanhas nas escolas e comunidade incentivando pesquisas e a busca por informação em meios confiáveis, esse incentivo também pode ajudar na redução de compartilhamentos de fake news, não só de teorias vazias.",[160 160 200 160 160 840],2019,0.04822,0.04822,0.58122,28.71088,0.41878,3.0,3.00437,26.26667,0.28173,5,15,394,0.09137,0.20305,0.05584,0.03553,0.00508,0.00508,0.01269,390369.15284,4.62855,4.79793,910.26667,1.99067,1.99067,2.14927,2.14927,5.49503,5.64181,0.72727,11.25747,1016.92393,0.00254,0.77492,0.10406,0.00761,0.04822,0.0,0.04061,0.00508,0.03299,0.0,0.00761,2.46667,1.57143,3.48039,10.77419,3.11905,8.06667,67.0,0.5174,1.38788,0.85714,1.64286,0.92857,0.60952,1.78571,1.5619,1.0,0.86837,0.06072,0.84898,0.05305,0.93151,0.03119,0.90696,0.03969,0.92601,0.04386,0.19651,0.64629,0.72052
19.html,um-reu-deve-ou-nao-ser-preso-apos-a-condenacao-em-2-instancia,Condenação em 2ª instância,"Ao se falar de condenação em 2ª instância o assunto traz um grande impasse, e que coloca, sobretudo, uma questão de inconstitucionalidade. As decisões sobre essas condenações vão de encontro a uma cláusula pétrea da Carta Magna, a presunção da Inocência.
Segundo levantamento realizado pelo Ministro Lewandowski, um terço dos recursos de habeas corpus, ao Supremo Tribunal de Justiça, tem suas penas revistas, partindo desse pressuposto, entende-se que as diversas possibilidades de recursos existentes no código penal brasileiro auxiliam na correção de possíveis injustiças.
Contudo, é evidente, em muitos casos, que recursos servem para postergar a penalidade do réu. Se há evidências e provas de sua autoria, não existem razões pelas quais protelar tal decisão, visto que os recursos aos tribunais superiores não tem por objetivo o julgamento individualizado do mérito. Ainda que a condenação em 2º instância venha causar inconformidade e julguem-a inconstitucional, é possível demonstrar o modo como ela vai de encontro a outros princípios constitucionais e favorece, se não aplicada, a impunidade. A exemplo desta temos o caso do jogador Edmundo que em 95 causou a morte de três pessoas em um acidente de transito, por conduzir seu veículo em alta velocidade. Após 4 anos, do fato, ele foi condenado em 1ª e em 2ª instancia. Porém, contestou novamente da decisão e interpôs recursos diversos, tantos foram que, somente depois de transcorridos mais dez anos foram concluídos.
Assim, conclui-se que a condenação em 2ª instância traz créditos positivos a justiça brasileira e o reconhecimento de que ela é efetiva, célere e colabora com a paz social.",[120 120 120 120  40 520],2019,0.07336,0.02703,0.55598,28.52179,0.44402,2.5,3.09028,25.9,0.31274,4,10,259,0.08108,0.14286,0.05019,0.03089,0.00772,0.0,0.01158,549124.70139,4.35771,4.55451,221.0,0.9984,0.93,1.563,1.2743,5.30825,5.47572,0.63889,10.69607,1508.31235,0.01056,0.80238,0.08494,0.01158,0.04247,0.00386,0.02703,0.00772,0.03475,0.0,0.01544,3.05556,1.83333,3.54167,10.09677,2.95642,7.85,66.1,0.53617,1.25217,1.11111,6.11111,0.55556,0.57778,1.11111,0.97778,0.66667,0.86675,0.05398,0.84472,0.06005,0.90834,0.00714,0.89717,0.05287,0.91086,0.04691,0.38889,0.38194,0.79861
0.html,o-brasil-e-os-imigrantes-no-mundo-contemporaneo,Desafios de um país em desenvolvimento no contexto migratório contemporâneo,"A imigração, que sempre fez parte da história e da formação dos povos, tem se tornado um problema de difícil solução. Tanto os países desenvolvidos, como os países em desenvolvimento, como o Brasil, têm encontrado diversos obstáculos na tentativa de normalizar os fluxos migratórios, cada vez mais frequentes e preocupantes.
Muitos são os motivos que levam milhões de pessoas ao redor do mundo a deixar seu país de origem, dentre os quais se destacam as crises econômicas, sociais e políticas, a exemplo da Venezuela, cujo governo nada tem feito para mudar a situação precária em que se encontra o país, tornando o crescente êxodo de seus habitantes insustentável para os países vizinhos.
Em que pese à necessidade de acolher de forma digna e humanitária os imigrantes que buscam melhores condições de vida, o Brasil tem revelado nos últimos meses insuficiência de infraestrutura e de recursos financeiros para garantir segurança e qualidade de vida tanto para os imigrantes, como para os brasileiros que passaram a conviver com essa realidade.
O Brasil deve assegurar a entrada pacífica e digna tantos dos imigrantes venezuelanos, como de quaisquer outros imigrantes que necessitem garantir a sua própria subsistência e de sua família, como forma de respeito e proteção aos direitos humanos. A fim de efetivar esses direitos, no entanto, o país tem pela frente o desafio de distribuir corretamente esses estrangeiros no território nacional e dar a eles a assistência social necessária, a fim de evitar o aumento da desigualdade social e a xenofobia.",[120 160 160 120 160 720],2019,0.08434,0.01205,0.50201,17.46672,0.49799,1.5,3.176,41.5,0.27711,4,6,249,0.11647,0.12851,0.04819,0.04418,0.0,0.0,0.0,198781.128,4.66574,4.92208,1611.0,1.823,1.823,3.30883,3.30883,5.68952,5.88518,0.4,11.11652,1300.79393,0.00113,0.69853,0.11245,0.0,0.06426,0.00402,0.06426,0.00402,0.05221,0.0,0.0,2.2,2.33333,3.47059,12.33333,3.38823,8.91667,102.5,0.4004,1.00806,0.6,3.4,3.6,2.13333,3.6,2.26667,2.4,0.9169,0.03407,0.90727,0.03233,0.95464,0.0041,0.93005,0.03955,0.93227,0.04035,0.16,0.608,0.992
12.html,universidade-em-crise-quem-paga-a-conta,Crise na educação (1),"O contingenciamento das verbas das universidades federais que foi anunciada pelo governo, prejudicou vários setores. Gastos como contas de luz, água, compra de material básico, contratação de terceirizados e realização de pesquisas. Quase 5,8 bilhões foram bloqueados. 
Hoje no Brasil existem quatro programas importantes para ajudar os estudantes a ingressar no ensino superior. São eles: Sisu, ProUni, Fies, Enem. Os dados gerais nacionais mostram que, nas universidades federais, 50,6% dos estudantes são de escolas públicas.
Estudantes, desde o jardim ao ensino médio, são preparados para concorrer a essas vagas. Questão essa, que foi discutida pelo governador da Bahia, que para melhorar o investimento em vários setores no Brasil, segundo ele, os pais de alunos que tenham condições de pagar uma universidade particular, que paguem por ela.
Já foi a época que só faculdade particular era boa, atualmente a mais concorrência por uma universidade pública do quer particular. 
Bem, esperamos que esse contingenciamento seja cancelado o mais rápido possível, pois a população brasileira cresce cada dia mais. Que o acesso a educação seja para todos.",[160 120 120 120  80 600],2019,0.08571,0.06286,0.60571,34.48156,0.39429,2.2,2.9717,15.90909,0.29714,5,11,175,0.09714,0.16,0.00571,0.00571,0.0,0.0,0.0,443846.12264,4.7801,5.01391,14527.63636,3.01927,2.71382,3.18718,2.90182,5.48594,5.65511,0.66667,10.35818,1094.60257,0.02224,0.77171,0.05714,0.0,0.01143,0.0,0.04,0.0,0.02857,0.0,0.01143,3.13333,2.6,2.3617,9.69565,2.87511,7.31818,30.18182,0.5962,1.53623,0.4,0.9,0.6,0.34545,0.8,0.49091,0.8,0.72102,0.13435,0.6922,0.11587,0.86729,0.04658,0.79898,0.12273,0.83359,0.10595,0.37736,0.46226,0.65094
